#
#   VizieR Astronomical Server vizier.unistra.fr
#    Date: 2025-12-15T04:11:56 [V7.5.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-12-15T04:11:56	  Query execution date
#INFO	request=https://vizier.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=9999&-out.all=2&-order=I&-out.src=J/ApJS/234/35/table4&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/ApJS/234/35/table4&-out=Name&-out=Np&-out=RAJ2000&-out=DEJ2000&-out=Gal&-out=NUVFlux&-out=e_NUVFlux&-out=FUVFlux&-out=e_FUVFlux&-out=3.6Flux&-out=e_3.6Flux&-out=4.5Flux&-out=e_4.5Flux&-out=5.8Flux&-out=e_5.8Flux&-out=8Flux&-out=e_8Flux&-out=24Flux&-out=e_24Flux&-out=uFlux&-out=e_uFlux&-out=gFlux&-out=e_gFlux&-out=rFlux&-out=e_rFlux&-out=iFlux&-out=e_iFlux&-out=zFlux&-out=e_zFlux&-out=Ha+Cont&-out=e_Ha+Cont&-out=Ha&-out=e_Ha&-out=HFlux&-out=e_HFlux&-out=JFlux&-out=e_JFlux&-out=KsFlux&-out=e_KsFlux&-out=SED&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22340035
#Name: J/ApJS/234/35
#Title: Stellar population synthesis of clumps (Zaragoza-Cardiel+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apjs/234/35	    IVOID of underlying data collection
#INFO	creator=Zaragoza-Cardiel J.	    First author or institution
#INFO	cites=bibcode:2018ApJS..234...35Z	    Article or Data origin sources
#INFO	editor=Astrophysical Journal Supplement (AAS)	    Editor name (article)
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/234/35	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22340035	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-11-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_234_35_table4:
#Name: J/ApJS/234/35/table4
#Title: GALEX, Spitzer, SDSS, H{alpha}, and 2MASS photometry for the clumps
#Column	Name	(a27)	Name of the identified clump	[ucd=meta.id;meta.main]
#Column	Np	(I3)	Output parameters for this clump (link to table 5)	[ucd=meta.ref.url]
#Column	RAJ2000	(F11.7)	Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F14.10)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Gal	(A9)	Name of the galaxy	[ucd=meta.id.parent]
#Column	NUVFlux	(F8.4)	[0.001/115]? GALEX NUV band flux	[ucd=phot.flux.density;em.UV.200-300nm]
#Column	e_NUVFlux	(F7.4)	[0.0001/0.2]? Error in NUVFlux (G2)	[ucd=stat.error]
#Column	FUVFlux	(F10.7)	[0.001/86.7]? GALEX FUV band flux	[ucd=phot.flux.density;em.UV.100-200nm]
#Column	e_FUVFlux	(F10.7)	[2e-07/0.1]? Error in FUVFlux (G2)	[ucd=stat.error]
#Column	3.6Flux	(F9.4)	[0.003/2692]? Spitzer/IRAC 3.6um band flux	[ucd=phot.mag;em.IR.3-4um]
#Column	e_3.6Flux	(F7.4)	[0.0004/0.3]? Error in 4.5Flux (G2)	[ucd=stat.error]
#Column	4.5Flux	(F9.4)	[0.003/1697] Spitzer/IRAC 4.5um band flux	[ucd=phot.mag;em.IR.4-8um]
#Column	e_4.5Flux	(F7.4)	[0.0004/0.2]? Error in 4.5Flux (G2)	[ucd=stat.error]
#Column	5.8Flux	(F8.3)	[0.01/2777]? Spitzer/IRAC 5.8um band flux	[ucd=phot.flux.density;em.IR.4-8um]
#Column	e_5.8Flux	(F6.3)	[0.001/0.5]? Error in 5.8Flux (G2)	[ucd=stat.error]
#Column	8Flux	(F8.3)	[0.02/5358] Spitzer/IRAC 8um band flux	[ucd=phot.flux.density;em.IR.8-15um]
#Column	e_8Flux	(F6.3)	[0.002/2]? Error in 8Flux (G2)	[ucd=stat.error]
#Column	24Flux	(F8.3)	[0.06/8890]? Spitzer/MIPS 24um band flux	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_24Flux	(F5.2)	[0/20]? Error in 24Flux (G2)	[ucd=stat.error]
#Column	uFlux	(F8.4)	[0.009/540]? SDSS u band flux	[ucd=phot.flux.density;em.opt.U]
#Column	e_uFlux	(F7.4)	[0.0009/0.2]? Error in uFlux (G2)	[ucd=stat.error]
#Column	gFlux	(F9.4)	[0.004/1171]? SDSS g band flux	[ucd=phot.mag;em.opt.B]
#Column	e_gFlux	(F7.4)	[0.0006/0.3]? Error in gFlux (G2)	[ucd=stat.error]
#Column	rFlux	(F9.4)	[0.007/2142]? SDSS r band flux	[ucd=phot.flux.density;em.opt.R]
#Column	e_rFlux	(F7.4)	[0.0008/1]? Error in rFlux (G2)	[ucd=stat.error]
#Column	iFlux	(F8.3)	[0.01/2992]? SDSS i band flux	[ucd=phot.flux.density;em.opt.I]
#Column	e_iFlux	(F6.3)	[0.001/1]? Error in iFlux (G2)	[ucd=stat.error]
#Column	zFlux	(F8.3)	[0.03/3744]? SDSS z band flux	[ucd=phot.mag;em.opt.I]
#Column	e_zFlux	(F6.3)	[0.003/0.5]? Error in zFlux (G2)	[ucd=stat.error]
#Column	Ha+Cont	(F9.4)	[0.02/3470]? Halpha plus continuum flux	[ucd=phot.flux;em.line.Halpha]
#Column	e_Ha+Cont	(F7.4)	[0.00001/1]? Error in Ha+Cont (G2)	[ucd=stat.error]
#Column	Ha	(E11.4)	[/1.3e-11]? Halpha continuum subtracted flux	[ucd=phot.flux;em.line.Halpha]
#Column	e_Ha	(F7)	[/8e-15]? Error in Ha	[ucd=stat.error]
#Column	HFlux	(F8.3)	[0.05/6193]? 2MASS H band flux	[ucd=phot.flux.density;em.IR.H]
#Column	e_HFlux	(F6.3)	[0.009/1]? Error in HFlux (G2)	[ucd=stat.error]
#Column	JFlux	(F8.3)	[0.03/5184]? 2MASS J band flux	[ucd=phot.mag;em.IR.J]
#Column	e_JFlux	(F6.3)	[0.006/0.9]? Error in JFlux (G2)	[ucd=stat.error]
#Column	KsFlux	(F8.3)	[0.06/5085]? 2MASS Ks band flux	[ucd=phot.mag;em.IR.K]
#Column	e_KsFlux	(F6.3)	[0.009/1]? Error in KsFlux (G2)	[ucd=stat.error]
#Column	SED	(A3)	UV-FIR SED plot of this source	[ucd=meta.ref.url]
Name	Np	RAJ2000	DEJ2000	Gal	NUVFlux	e_NUVFlux	FUVFlux	e_FUVFlux	3.6Flux	e_3.6Flux	4.5Flux	e_4.5Flux	5.8Flux	e_5.8Flux	8Flux	e_8Flux	24Flux	e_24Flux	uFlux	e_uFlux	gFlux	e_gFlux	rFlux	e_rFlux	iFlux	e_iFlux	zFlux	e_zFlux	Ha+Cont	e_Ha+Cont	Ha	e_Ha	HFlux	e_HFlux	JFlux	e_JFlux	KsFlux	e_KsFlux	SED
NGC3938_30_spiral_disk_1_0 	  1	178.2274500	+44.0937390000	         	  0.1480	 0.0020	          	          	   0.4480	 0.0050	   0.2590	 0.0050	   0.540	 0.010	   1.940	 0.020	   1.650	 0.06	  0.1440	 0.0010	   0.4280	 0.0020	   0.4720	 0.0030	   0.490	 0.008	   0.110	      	         	       	           	       	   0.480	      	   0.270	      	   0.390	      	SED
NGC3938_4_spiral_disk_1_0  	  1	178.1833000	+44.1226070000	         	  0.1540	 0.0040	          	          	   1.7200	 0.0200	   1.0900	 0.0100	   3.090	 0.050	  10.500	 0.100	   7.700	 0.30	  0.1680	 0.0030	   0.6490	 0.0060	   1.2400	 0.0090	   1.740	 0.010	   1.280	 0.010	         	       	           	       	   1.900	 0.100	   3.490	 0.080	   1.300	 0.100	SED
NGC3938_5_spiral_disk_1_0  	  1	178.2095400	+44.1489750000	         	  0.2750	 0.0020	          	          	   0.7300	 0.0050	   0.4950	 0.0040	   1.360	 0.020	   4.700	 0.020	   3.880	 0.06	  0.3160	 0.0020	   0.7180	 0.0020	   0.8760	 0.0030	   0.932	 0.004	   0.563	 0.007	         	       	           	       	   0.970	 0.080	   1.000	 0.040	   0.670	 0.060	SED
NGC3938_6_spiral_disk_1_0  	  1	178.1941900	+44.1337830000	         	  0.6210	 0.0050	          	          	   4.8300	 0.0100	   3.0400	 0.0100	  13.400	 0.040	  40.080	 0.050	  37.700	 0.20	  0.8880	 0.0030	   2.0920	 0.0060	   3.1010	 0.0090	   3.630	 0.010	   3.670	 0.010	         	       	           	       	   4.600	 0.100	   5.870	 0.080	   4.400	 0.100	SED
NGC3938_7_spiral_disk_1_0  	  0	178.1722500	+44.1113910000	         	  0.3250	 0.0030	          	          	   1.0740	 0.0030	   0.6620	 0.0050	   1.970	 0.020	   5.610	 0.020	   5.660	 0.07	  0.2980	 0.0020	   0.8930	 0.0030	   1.1580	 0.0050	   1.190	 0.005	   0.328	 0.008	         	       	           	       	   0.560	      	   0.610	 0.050	   0.440	      	SED
NGC3938_8_spiral_disk_1_0  	  1	178.1916400	+44.1276350000	         	  0.5380	 0.0040	          	          	   4.7600	 0.0300	   3.1700	 0.0200	  10.880	 0.050	  32.600	 0.100	  35.900	 0.40	  0.8160	 0.0030	   1.7060	 0.0070	   3.0100	 0.0100	   3.670	 0.020	   3.980	 0.020	         	       	           	       	   7.700	 0.100	   6.300	 0.100	   6.300	 0.100	SED
NGC3938_9_spiral_disk_1_0  	  1	178.2181000	+44.1521020000	         	  0.0260	 0.0020	          	          	   0.0580	 0.0050	   0.0670	 0.0040	   0.110	      	   1.240	 0.020	   0.590	 0.07	  0.0110	       	   0.0370	 0.0020	   0.0150	 0.0020	   0.016	      	   0.037	      	         	       	           	       	   0.450	      	   0.240	      	   0.390	      	SED
NGC4254_1_spiral_disk_1_0  	  1	184.6681000	+14.4318750000	         	  0.2930	 0.0010	 0.1954000	 0.0007000	   1.4240	 0.0060	   0.9120	 0.0050	   3.220	 0.020	  10.180	 0.030	   6.500	 0.10	  0.5110	 0.0020	   1.2080	 0.0020	   1.4780	 0.0030	   1.564	 0.003	   1.407	 0.005	  14.1300	 0.0700	 4.5000e-14	  2e-16	   2.160	 0.060	   1.580	 0.030	   0.410	      	SED
NGC4254_10_spiral_disk_1_0 	  1	184.7032100	+14.4333420000	         	  0.2530	 0.0050	 0.2000000	 0.0030000	   3.1000	 0.0200	   2.2100	 0.0100	   9.740	 0.060	  31.200	 0.200	  23.100	 0.50	  0.3880	 0.0040	   1.1240	 0.0070	   2.0900	 0.0100	   2.570	 0.010	   2.840	 0.020	  23.2000	 0.2000	 1.8780e-13	  6e-16	   4.700	 0.100	   3.620	 0.080	   2.800	 0.100	SED
NGC4254_11_spiral_disk_1_0 	  1	184.6978300	+14.4199920000	         	  0.6900	 0.0100	 0.3060000	 0.0040000	  16.7800	 0.0400	  11.7500	 0.0200	  50.770	 0.060	 152.500	 0.200	 149.900	 0.40	  1.9200	 0.0100	   4.3800	 0.0300	   8.2500	 0.0600	  11.300	 0.080	  14.800	 0.100	  86.0000	 0.5000	 4.5840e-13	  6e-16	  28.700	 0.200	  20.500	 0.200	  21.700	 0.200	SED
NGC4254_12_spiral_disk_1_0 	  0	184.6821700	+14.3914790000	         	  0.0790	 0.0010	 0.0561000	 0.0008000	   0.4950	 0.0060	   0.2530	 0.0050	   1.360	 0.020	   3.910	 0.030	   2.590	 0.07	  0.0700	 0.0020	   0.3040	 0.0020	   0.3980	 0.0030	   0.406	 0.004	   0.123	 0.007	   5.6000	 0.0800	 1.1900e-14	  2e-16	   0.510	      	   0.340	      	   1.070	 0.070	SED
NGC4254_13_spiral_disk_1_0 	  1	184.6980800	+14.4180210000	         	  0.6700	 0.0100	 0.2710000	 0.0040000	  20.1800	 0.0400	  14.2000	 0.0300	  57.600	 0.100	 171.500	 0.300	 188.800	 0.40	  2.3000	 0.0100	   5.8000	 0.0300	  10.3600	 0.0600	  13.840	 0.080	  17.900	 0.100	 106.7000	 0.5000	 5.6400e-13	  6e-16	  34.600	 0.200	  23.800	 0.200	  26.500	 0.200	SED
NGC4254_14_spiral_disk_1_0 	  1	184.7143900	+14.4444530000	         	  0.3830	 0.0030	 0.2260000	 0.0020000	   2.0600	 0.0100	   1.4780	 0.0090	   6.440	 0.040	  19.000	 0.100	  17.100	 0.30	  0.5970	 0.0030	   1.1180	 0.0030	   1.3180	 0.0040	   1.380	 0.005	   1.647	 0.007	  14.1000	 0.1000	 1.1210e-13	  4e-16	   2.460	 0.090	   2.630	 0.050	   2.240	 0.080	SED
NGC4254_15_spiral_disk_1_0 	  1	184.6917300	+14.4029800000	         	  1.1150	 0.0060	 0.7760000	 0.0050000	   7.0500	 0.0200	   5.1000	 0.0100	  26.100	 0.070	  79.300	 0.200	  78.100	 0.60	  1.7650	 0.0050	   3.1420	 0.0070	   4.1200	 0.0100	   4.460	 0.010	   5.260	 0.010	  44.0000	 0.2000	 3.7090e-13	  5e-16	   8.000	 0.100	   6.870	 0.080	   6.000	 0.100	SED
NGC4254_16_spiral_disk_1_0 	  1	184.7069700	+14.4253160000	         	  0.1700	 0.0100	 0.0610000	 0.0050000	   8.6200	 0.0600	   6.2100	 0.0400	  20.100	 0.200	  54.300	 0.600	  53.000	 2.00	  0.8600	 0.0100	   2.8900	 0.0300	   5.4300	 0.0600	   8.050	 0.080	  10.400	 0.100	  53.9000	 0.5000	 1.6900e-13	  1e-15	  21.400	 0.200	  14.600	 0.200	  16.300	 0.200	SED
NGC4254_17_spiral_disk_1_0 	  0	184.7120300	+14.4348300000	         	  0.1600	 0.0070	 0.1290000	 0.0040000	   1.8000	 0.0200	   1.2700	 0.0100	   5.990	 0.050	  18.100	 0.200	  16.100	 0.50	  0.1250	 0.0050	   0.8880	 0.0070	   1.2100	 0.0100	   1.400	 0.010	   1.500	 0.020	  12.9000	 0.1000	 7.0400e-14	  6e-16	   1.000	 0.100	   1.040	 0.080	   1.700	 0.100	SED
NGC4254_18_spiral_disk_1_0 	  1	184.6983700	+14.4023860000	         	  0.5400	 0.0100	 0.3530000	 0.0070000	   3.5700	 0.0400	   2.5200	 0.0300	  12.100	 0.100	  38.800	 0.300	  23.000	 1.00	  0.9890	 0.0060	   2.2600	 0.0100	   2.9300	 0.0100	   3.440	 0.020	   3.500	 0.020	  31.7000	 0.3000	 1.6570e-13	  7e-16	   6.300	 0.200	   4.900	 0.100	   4.000	 0.100	SED
NGC4254_19_spiral_disk_1_0 	  1	184.7183100	+14.4299920000	         	  1.0180	 0.0060	 0.6140000	 0.0040000	   8.3800	 0.0300	   6.4200	 0.0200	  32.300	 0.100	  98.000	 0.300	 103.000	 1.00	  1.8790	 0.0040	   3.4510	 0.0070	   5.0600	 0.0100	   5.360	 0.010	   6.460	 0.020	  53.3000	 0.2000	 5.1120e-13	  6e-16	  10.500	 0.100	   8.330	 0.070	   8.500	 0.100	SED
NGC4254_2_spiral_disk_1_0  	  1	184.6759000	+14.4417480000	         	  0.0638	 0.0006	 0.0407000	 0.0004000	   0.4990	 0.0040	   0.3360	 0.0030	   1.640	 0.010	   5.120	 0.020	   4.470	 0.07	  0.1370	 0.0020	   0.2950	 0.0010	   0.4050	 0.0020	   0.380	 0.002	   0.335	 0.005	   3.9000	 0.0500	 3.1000e-14	  2e-16	   0.770	 0.060	   0.870	 0.040	   0.460	      	SED
NGC4254_20_spiral_disk_1_0 	  1	184.7275400	+14.4434950000	         	  0.5020	 0.0020	 0.3210000	 0.0010000	   2.3700	 0.0100	   1.7400	 0.0070	  10.150	 0.030	  30.790	 0.080	  30.500	 0.20	  0.8040	 0.0020	   1.1720	 0.0020	   1.4460	 0.0030	   1.303	 0.004	   1.512	 0.006	  16.2000	 0.1000	 2.0150e-13	  4e-16	   1.700	 0.080	   2.670	 0.040	   3.100	 0.070	SED
NGC4254_21_spiral_disk_1_0 	  1	184.7094300	+14.4050480000	         	  1.9880	 0.0090	 1.1590000	 0.0040000	  10.3900	 0.0600	   7.7700	 0.0400	  36.800	 0.200	 109.200	 0.500	 133.000	 2.00	  3.0640	 0.0070	   5.3900	 0.0200	   6.5200	 0.0300	   6.970	 0.040	   8.580	 0.050	  69.2000	 0.5000	 6.4060e-13	  9e-16	  16.000	 0.300	  10.300	 0.200	  12.400	 0.200	SED
NGC4254_22_spiral_disk_1_0 	  1	184.7162900	+14.4159750000	         	  1.2900	 0.0100	 0.6450000	 0.0060000	  15.1400	 0.0600	  10.5000	 0.0400	  41.900	 0.200	 122.800	 0.600	 115.000	 2.00	  2.6500	 0.0100	   5.6400	 0.0300	   8.4200	 0.0500	  10.170	 0.080	  13.500	 0.100	  81.7000	 0.5000	 4.4700e-13	  2e-15	  31.100	 0.200	  19.500	 0.200	  24.200	 0.200	SED
NGC4254_23_spiral_disk_1_0 	  0	184.7151300	+14.3951880000	         	  0.2210	 0.0090	 0.1460000	 0.0060000	   1.3260	 0.0080	   0.8290	 0.0070	   2.750	 0.020	   6.300	 0.040	   7.300	 0.10	  0.1720	 0.0050	   0.9070	 0.0080	   1.3000	 0.0100	   1.540	 0.010	   0.900	 0.010	  13.1000	 0.1000	 3.1700e-14	  3e-16	   1.200	 0.100	   1.630	 0.060	   0.600	      	SED
NGC4254_24_spiral_disk_1_0 	  1	184.7346600	+14.4305220000	         	  0.5100	 0.0100	 0.3960000	 0.0090000	   2.3300	 0.0200	   1.7600	 0.0100	   9.850	 0.050	  26.800	 0.100	  27.000	 0.40	  0.8150	 0.0070	   1.1810	 0.0090	   1.4300	 0.0100	   1.280	 0.020	   1.440	 0.030	  16.0000	 0.2000	 2.3370e-13	  4e-16	   2.600	 0.100	   1.540	 0.060	   1.140	 0.080	SED
NGC4254_25_spiral_disk_1_0 	  1	184.7284600	+14.4126890000	         	  0.7330	 0.0080	 0.4820000	 0.0050000	   5.3700	 0.0200	   3.9200	 0.0200	  21.080	 0.070	  63.200	 0.200	  54.000	 0.80	  1.1660	 0.0050	   2.0620	 0.0080	   3.1200	 0.0100	   3.100	 0.010	   3.190	 0.020	  35.0000	 0.2000	 3.8230e-13	  7e-16	   4.700	 0.100	   3.840	 0.080	   3.400	 0.100	SED
NGC4254_26_spiral_disk_1_0 	  1	184.7360200	+14.4218350000	         	  1.9220	 0.0030	 1.3190000	 0.0020000	   6.7800	 0.0200	   4.9400	 0.0100	  25.430	 0.050	  78.520	 0.030	  72.700	 0.60	  2.6350	 0.0030	   3.6620	 0.0040	   4.5830	 0.0060	   4.344	 0.008	   5.010	 0.010	  53.5000	 0.2000	 6.1900e-13	  4e-16	   6.320	 0.090	   5.090	 0.060	   4.070	 0.080	SED
NGC4254_27_spiral_disk_1_0 	  1	184.7276000	+14.4048160000	         	  0.3300	 0.0070	 0.2210000	 0.0050000	   2.0200	 0.0200	   1.4000	 0.0100	   7.480	 0.030	  20.570	 0.070	  20.400	 0.20	  0.3400	       	   0.4700	 0.0400	   0.9500	 0.0200	   1.110	 0.030	   2.300	      	  11.1000	 0.2000	 9.7800e-14	  4e-16	   1.400	 0.100	   1.850	 0.080	   1.200	 0.100	SED
NGC4254_3_spiral_disk_1_0  	  1	184.6636900	+14.4080910000	         	  0.0081	 0.0007	 0.0031000	          	   0.7710	 0.0030	   0.4620	 0.0030	   0.420	 0.010	   0.350	 0.010	   0.360	     	  0.0130	       	   0.1330	 0.0020	   0.2100	 0.0020	   0.464	 0.003	   0.558	 0.006	   3.6000	       	 6.2000e-16	       	   1.500	 0.050	   1.760	 0.040	   1.730	 0.060	SED
NGC4254_4_spiral_disk_1_0  	  1	184.6725200	+14.4196960000	         	  0.6070	 0.0020	 0.4130000	 0.0010000	   3.7820	 0.0080	   2.5610	 0.0060	  14.320	 0.020	  43.420	 0.050	  32.800	 0.10	  0.9630	 0.0020	   2.0210	 0.0020	   2.5380	 0.0030	   2.504	 0.004	   2.616	 0.006	  28.4000	 0.1000	 2.0910e-13	  2e-16	   3.750	 0.070	   3.190	 0.040	   3.980	 0.070	SED
NGC4254_5_spiral_disk_1_0  	  1	184.6747700	+14.4150940000	         	  0.3590	 0.0030	 0.2320000	 0.0020000	   1.7300	 0.0100	   1.0840	 0.0070	   5.420	 0.030	  16.330	 0.070	  12.800	 0.20	  0.4560	 0.0030	   1.3030	 0.0030	   1.4790	 0.0040	   1.384	 0.004	   1.406	 0.007	  15.6000	 0.1000	 7.4400e-14	  3e-16	   2.390	 0.070	   1.590	 0.050	   1.610	 0.070	SED
NGC4254_6_spiral_disk_1_0  	  1	184.6892700	+14.4277280000	         	  0.1370	 0.0050	 0.0640000	 0.0030000	   1.9730	 0.0040	   1.2930	 0.0040	   5.350	 0.020	  15.030	 0.020	  12.700	 0.10	  0.2030	 0.0040	   1.1980	 0.0070	   1.8200	 0.0100	   2.200	 0.010	   1.940	 0.010	  17.4300	 0.0500	 2.5400e-14	  3e-16	   3.000	 0.100	   2.670	 0.070	   1.700	 0.100	SED
NGC4254_7_spiral_disk_1_0  	  1	184.6979200	+14.4420200000	         	  0.3210	 0.0040	 0.1920000	 0.0020000	   3.1930	 0.0070	   2.2420	 0.0060	  11.940	 0.030	  35.440	 0.060	  32.000	 0.20	  0.4390	 0.0030	   1.6550	 0.0050	   2.3020	 0.0070	   2.513	 0.007	   2.061	 0.009	  23.7800	 0.0700	 1.5260e-13	  3e-16	   2.500	 0.100	   2.270	 0.070	   1.640	 0.090	SED
NGC4254_8_spiral_disk_1_0  	  0	184.7034300	+14.4492770000	         	  0.1430	 0.0030	 0.0960000	 0.0020000	   1.0570	 0.0030	   0.7870	 0.0040	   3.790	 0.020	  10.480	 0.020	   9.200	 0.10	  0.0250	 0.0030	   0.6290	 0.0050	   0.9010	 0.0080	   0.970	 0.010	   0.420	 0.010	   8.9300	 0.0400	 4.4400e-14	  2e-16	   0.620	      	   0.390	      	   0.600	      	SED
NGC4254_9_spiral_disk_1_0  	  1	184.6817800	+14.4081980000	         	  0.1300	 0.0040	 0.0860000	 0.0030000	   1.3500	 0.0100	   1.0240	 0.0070	   5.660	 0.030	  17.260	 0.080	  10.500	 0.20	  0.2000	 0.0030	   0.6120	 0.0040	   0.8460	 0.0060	   0.988	 0.006	   1.058	 0.008	   8.4000	 0.1000	 4.9500e-14	  3e-16	   1.800	 0.080	   1.440	 0.050	   1.680	 0.080	SED
NGC4321_1_spiral_disk_1_0  	  1	185.7038100	+15.8491800000	         	  0.3480	 0.0040	 0.2750000	 0.0030000	   2.6300	 0.0100	   1.7800	 0.0100	   7.940	 0.040	  23.900	 0.080	  25.000	 0.30	  0.3680	 0.0070	   1.1500	 0.0300	   1.7100	 0.0400	   1.910	 0.050	   1.210	 0.060	   2.9500	 0.0300	 6.0800e-14	  5e-16	   2.930	 0.080	   2.360	 0.060	   2.040	 0.080	SED
NGC4321_10_spiral_disk_1_0 	  1	185.7070300	+15.8084670000	         	  0.1320	 0.0030	 0.1070000	 0.0020000	   1.1040	 0.0050	   0.7920	 0.0050	   2.810	 0.020	   8.000	 0.050	   6.600	 0.10	  0.0190	       	   0.5350	 0.0040	   0.8070	 0.0070	   1.036	 0.008	   0.630	 0.010	   0.9700	 0.0200	 9.0000e-15	  5e-16	   1.030	 0.080	   1.420	 0.060	   0.540	      	SED
NGC4321_11_spiral_disk_1_0 	  1	185.7238400	+15.8390320000	         	  0.2540	 0.0040	 0.1930000	 0.0030000	   1.7200	 0.0300	   1.1800	 0.0200	   5.790	 0.050	  20.100	 0.100	  15.600	 0.40	  0.2890	 0.0030	   0.6310	 0.0050	   0.9920	 0.0070	   1.120	 0.010	   1.170	 0.010	   1.6100	 0.0400	 3.2400e-14	  6e-16	   3.100	 0.100	   2.800	 0.100	   3.100	 0.100	SED
NGC4321_12_spiral_disk_1_0 	  1	185.7322300	+15.8516280000	         	  0.4090	 0.0020	 0.3460000	 0.0020000	   1.8500	 0.0100	   1.2660	 0.0080	   6.260	 0.030	  18.680	 0.050	  16.900	 0.20	  0.6310	 0.0020	   0.6610	 0.0020	   1.0640	 0.0040	   0.881	 0.005	   0.055	      	   2.9300	 0.0200	 8.9200e-14	  5e-16	   0.630	 0.070	   1.710	 0.060	   1.150	 0.070	SED
NGC4321_13_spiral_disk_1_0 	  1	185.7133600	+15.8176990000	         	  0.8500	 0.0070	 0.5750000	 0.0040000	   7.9000	 0.0400	   5.3300	 0.0300	  17.780	 0.060	  54.200	 0.100	  54.500	 0.50	  1.1670	 0.0040	   2.1870	 0.0070	   3.6900	 0.0100	   5.150	 0.010	   6.140	 0.020	   5.0800	 0.0500	 8.0800e-14	  6e-16	  12.700	 0.200	  10.800	 0.200	  10.600	 0.200	SED
NGC4321_14_spiral_disk_1_0 	  1	185.6997200	+15.7929860000	         	  0.2077	 0.0006	 0.2021000	 0.0006000	   1.8360	 0.0070	   1.2740	 0.0050	   6.210	 0.020	  19.060	 0.040	  13.000	 0.10	  0.4260	 0.0010	   0.8710	 0.0010	   1.2830	 0.0020	   1.369	 0.003	   1.539	 0.006	   2.1400	 0.0200	 4.6300e-14	  4e-16	   3.710	 0.060	   3.360	 0.040	   2.710	 0.050	SED
NGC4321_15_spiral_disk_1_0 	  1	185.7436700	+15.8579180000	         	  0.1500	 0.0030	 0.1010000	 0.0020000	   0.3200	 0.0100	   0.1930	 0.0080	   1.410	 0.030	   5.820	 0.050	   2.500	 0.20	  0.0920	 0.0020	   0.4370	 0.0020	   0.3970	 0.0030	   0.347	 0.004	   0.371	 0.008	   0.4200	 0.0200	 2.1000e-15	  5e-16	   0.400	      	   0.320	      	   0.490	 0.060	SED
NGC4321_16_spiral_disk_1_0 	  1	185.7329000	+15.8334690000	         	  0.4200	 0.0200	 0.3400000	 0.0100000	   2.6600	 0.0400	   1.7900	 0.0300	   6.120	 0.060	  18.900	 0.100	  15.000	 0.50	  0.6000	 0.0100	   0.9700	 0.0300	   1.5200	 0.0600	   2.270	 0.080	   3.100	 0.100	   2.3400	 0.0500	 4.1700e-14	  6e-16	   4.400	 0.200	   3.900	 0.100	   6.600	 0.200	SED
NGC4321_17_spiral_disk_1_0 	  1	185.7443300	+15.8484570000	         	  0.1440	 0.0020	 0.1230000	 0.0020000	   0.0690	       	   0.0490	       	   2.200	 0.030	   8.110	 0.050	   3.200	 0.20	  0.2120	 0.0020	   0.0130	       	   0.0190	       	   0.025	      	   0.049	      	   0.3000	 0.0200	 1.2400e-14	  5e-16	   0.410	      	   0.300	      	   0.410	      	SED
NGC4321_18_spiral_disk_1_0 	  1	185.7453000	+15.8352740000	         	  0.2320	 0.0030	 0.1940000	 0.0020000	   2.0000	 0.0100	   1.2490	 0.0070	   3.790	 0.040	   9.660	 0.090	   6.300	 0.20	  0.2140	 0.0020	   1.0800	 0.0040	   1.6360	 0.0070	   2.049	 0.009	   2.380	 0.010	   1.9000	 0.0200	 1.7000e-14	  5e-16	   5.900	 0.100	   3.670	 0.050	   3.600	 0.100	SED
NGC4321_19_spiral_disk_1_0 	  1	185.7287400	+15.8044080000	         	  0.5850	 0.0030	 0.4100000	 0.0020000	   5.4700	 0.0300	   3.9800	 0.0200	  19.850	 0.050	  63.300	 0.100	  76.800	 0.40	  1.0990	 0.0030	   2.1000	 0.0060	   2.7600	 0.0100	   2.840	 0.020	   3.830	 0.020	   4.0900	 0.0400	 7.9000e-14	  5e-16	   7.500	 0.100	   5.300	 0.100	   7.300	 0.100	SED
